剧情ID,剧情对话1类型,剧情对话1人物方位,剧情对话1人物ID,剧情对话1人物Y轴偏移值,剧情对话1人物动作,"剧情对话1人物
头部转向","剧情对话1人物
身体朝向",剧情对话1文本,语音1,剧情对话2类型,剧情对话2人物方位,剧情对话2人物ID,剧情对话2人物Y轴偏移值,剧情对话2人物动作,"剧情对话2人物
头部转向","剧情对话2人物
身体朝向",剧情对话2文本,语音2,剧情对话3类型,剧情对话3人物方位,剧情对话3人物ID,剧情对话3人物Y轴偏移值,剧情对话3人物动作,"剧情对话3人物
头部转向","剧情对话3人物
身体朝向",剧情对话3文本,语音3,剧情对话4类型,剧情对话4人物方位,剧情对话4人物ID,剧情对话4人物Y轴偏移值,剧情对话4人物动作,"剧情对话4人物
头部转向","剧情对话4人物
身体朝向",剧情对话4文本,语音4,剧情对话5类型,剧情对话5人物方位,剧情对话5人物ID,剧情对话5人物Y轴偏移值,剧情对话5人物动作,"剧情对话5人物
头部转向","剧情对话5人物
身体朝向",剧情对话5文本,语音5,剧情对话6类型,剧情对话6人物方位,剧情对话6人物ID,剧情对话6人物Y轴偏移值,剧情对话6人物动作,"剧情对话6人物
头部转向","剧情对话6人物
身体朝向",剧情对话6文本,语音6,
CliusiHYhou,1,2,E:ST0173,0,,15,10,我败了…我再也无法见到她了……我真是太无能了……,,1,1,$:best,0,,10,-48,巴哈姆特利用了你的执念，他已耍了太多这样的把戏，多少英灵与神祇被他玩弄于手心！我们必须阻止他…,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliusiAETMSqian,1,2,E:ST0002,0,,15,10,你们的执着真是令人感动！不过，有些时候执着等于愚蠢…它往往带来毁灭！不过别怕，我对你们另有安排。,,1,2,E:ST0188,0,,15,10,巴哈姆特，这里我来搞定！我父亲在西西里岛等你，带上深渊之心去那找他，别忘了你的承诺！,,1,2,E:ST0002,0,,15,10,真可惜不能陪你们玩一会了，小心这位月女神噢，她可是很强大的！哈哈哈哈哈……,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliusiAETMShou,1,1,$:king,0,,10,-48,我为你感到惋惜，据我了解，与巴哈姆特做交易往往代价沉重！,,1,2,E:ST0188,0,,15,10,为了奥林匹斯，一切代价都值得付出，我的使命业已达成……,,1,1,$:king,0,,10,-48,西西里岛...看来我们得即刻踏上新征程了！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cliuwuxumu,2,,,0,,,,西西里岛的巨型火山已经苏醒。地表散发出一种来自地心的巨大力量！,,2,,,0,,,,岛上防御森严，宙斯显然已做好了抵御混沌神的准备。,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cliuwukaichangqian,1,2,E:13C4103,0,,15,10,斯巴达们，今日我们将沐浴在奥林匹斯之主的荣耀之下，阻止一切胆敢进犯的敌人！,,1,1,$:best,0,,10,-48,你们的主神早已背弃了信念，奥林匹斯已毫无荣耀可言…请你们看清事实吧！,,1,2,E:13C2103,0,,15,10,对于斯巴达，只有战斗才是真实的，收回你们的谗言，受死吧…,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cliuwukaichanghou,1,1,$:worst,0,,10,-48,可悲的凡人，只懂得追寻自己盲目的信念…,,1,2,E:13C4103,0,,15,10,通知百夫长，继续派援军来，决不能让敌人阻碍神器的打造……,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliuwuSTLPSqian,1,2,E:ST0291,0,,15,10,自闪电火之后，我已经好久没有打造如此强大的神器啦，真是让人兴奋啊！哈哈哈…,,1,1,$:best,0,,10,-48,无论你在打造什么，立即停止！独眼巨人，现在回头还来得及…否则我们只能将你毁灭!,,1,2,E:ST0291,0,,15,10,卫兵，将深渊锤柄交给赫拉，这里由我来搞定。闪电巨人想吃肉了…呃哈哈…,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliuwuSTLPShou,1,2,E:ST0291,0,,15,10,闪电永不消逝…你们无法阻止奥林匹斯的重生…哈哈哈…,,1,1,$:best,0,,10,-48,真是个难缠的家伙…留给我们的时间不多了，不伦他们有何打算，我打赌那一定不是什么好事！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliuwuBLTSqian,1,2,E:ST0292,0,,15,10,你们已经来晚了，虫子，深渊锤头已经完工！很可惜，你们的努力都是徒劳。,,1,1,$:worst,0,,10,-48,看来不能在此耽搁了，我们必须尽快前进！,,1,2,E:ST0292,0,,15,10,既然我的工作已经结束，剩下的就是娱乐时间了，我可不会轻易放走你们。,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliuwuBLTShou,1,2,E:ST0292,0,,15,10,当雷霆再起，我将重生。我保证到时你们的生命中将只剩下痛苦，呃啊啊啊……,,1,1,$:best,0,,10,-48,终于搞定了这个凶残的家伙…巨型火山那边好像有什么异动，一定将有大事发生！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliuwuHLqian,1,2,E:ST0089,0,,15,10,陌生人，一切都太迟了，我们的事业即将达成，你们已无法阻止！,,1,1,$:best,0,,10,-48,巴哈姆特究竟给了你们怎样的承诺，你们竟变得如此执迷不悟甚至不惜抛弃神祇的尊严？,,1,2,E:ST0089,0,,15,10,只要奥林匹斯能从废墟中重生，任何代价都值得付出，包括我的生命。,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliuwuHLhou,1,2,E:ST0089,0,,15,10,我失败了…但总有一天我的族人会重回奥林匹斯的家园…,,1,1,$:best,0,,10,-48,真是可悲，可能到最后他们都不会知道，导致他们家园毁灭的罪魁祸首正是巴哈姆特…,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliuwuZSqian,1,2,E:ST0090,0,,15,10,离开此地吧，陌生人！深渊之锤已经铸造完成，克洛诺斯即将苏醒。,,1,1,$:king,0,,10,-48,克洛诺斯？你们不惜一切竟然是要复活自己的敌人，这一切是为了什么？,,1,2,E:ST0090,0,,15,10,换取混沌结晶重建家园，这是巴哈姆特开出的唯一条件。是否值得...现在已经不再重要！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliuwuZShou,1,2,E:ST0090,0,,15,10,一切都已无法挽回…你们感受到深渊的愤怒了吗…,,1,1,$:king,0,,10,-48,糟糕……恐怕克洛诺斯的怒火要倾泻在我们身上了！！！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliuwuBOSSqian,1,2,E:Kronos,0,,15,10,虫子们…我将再次吞噬你们的脆弱之躯！,,1,2,E:Kronos,0,,15,10,感受塔耳塔洛斯的愤怒吧…,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
CliuwuBOSShou,1,2,E:Kronos,0,,15,10,不…...我的力量…在消逝…有人在窃取我的力量…,,1,1,$:king,0,,10,-48,我有种不好预感…阴影中隐藏着某个强大的存在！,,1,2,E:ST0002,0,,15,10,感谢你的帮助，混沌神，克洛诺斯的力量现在属于我了！你们就葬身在此吧，哈哈哈哈…,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqiyikaichangtxt,2,,,0,,,,当英雄们回过神来，发现周围的景象变得十分陌生。,,2,,,0,,,,这里……似乎是一片古老的墓地？,,2,,,0,,,,这里诡异的气氛让英雄们感到略微胆寒，然而为今之计，也只有继续前行了。,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqiyikaichang,1,1,$:head,0,,10,-48,我们刚才……不是刚击败了克洛诺斯吗？为什么现在……,,1,1,$:best,0,,10,-48,从那个异世界里面出来，到哪里都不奇怪吧……,,1,1,$:worst,0,,10,-48,别说那么多了，看起来有敌人来了。,,1,2,E:1C1096,0,,15,10,………………………………,,1,1,$:worst,,,10,-48,这是……墓地里面的亡灵吗？不管了，上吧！,,,,,,,,,,,
Cqiyiboss1qian,1,2,E:ST0295,0,,15,10,你们是谁？怎么来到这里的？,,1,1,$:best,0,,10,-48,呃，说起这个，其实我们也不知道……,,1,2,E:ST0295,0,,15,10,哼哼，既然来到这里，那就长眠在此吧。法老的墓地，想必也不会亏待了你们！,,1,1,$:head,0,,10,-48,谢谢你的好意，不过我觉得也许让你长眠在这里更合适。,,,,,,,,,,,,,,,,,,,,
Cqiyiboss1hou,1,2,E:ST0295,0,,15,10,可恶……挖掘工作，还没……,,1,1,$:head,0,,10,-48,你们听到了吗？他说了个什么“挖掘工作”，难道这里……,,1,1,$:best,0,,10,-48,他刚才还提到了，“法老的墓地”，难道，这里是……,,1,1,$:worst,0,,10,-48,现在线索太少了，我们还是再打探打探。,,,,,,,,,,,,,,,,,,,,
Cqiyiboss2qian,1,2,E:ST0168,0,,15,10,有入侵者！不，挖掘工作不可以停止！你们，都得死在这里。,,1,1,$:head,0,,10,-48,很抱歉，然而我还想问问，挖掘……,,1,2,E:ST0168,0,,15,10,住口！你们也配知道这个神圣的工作？死亡便是你们最好的归宿！,,1,1,$:worst,0,,10,-48,先击败他，看看能不能从他嘴里问出点什么。,,,,,,,,,,,,,,,,,,,,
Cqiyiboss2hou,1,1,$:head,0,,10,-48,我问你，你们究竟在这里挖什么？,,1,2,E:ST0168,0,,15,10,你们……休想……从我这里，套出任何的情报。,,1,1,$:best,0,,10,-48,不好，他，他要……,,1,1,$:head,0,,10,-48,算了，已经死了。究竟什么，这么神秘呢？,,1,1,$:worst,,,10,-48,越来越扑朔迷离了啊。,,,,,,,,,,,
Cqiyiboss3qian,1,2,E:ST0273,0,,15,10,啊，你们一定是我兄弟派来的助手，快，我这里刚刚取得了重大的进展。,,1,2,E:ST0273,0,,15,10,你们看，这便是法老留下来的神奇，若能把它交给巴哈姆特大人……等等！你们是谁？,,1,1,$:head,0,,10,-48,看起来，他们是要挖一个什么神器？,,1,1,$:worst,0,,10,-48,然而那是什么神器呢？,,1,2,E:ST0273,,,15,10,入侵者，不论你们是什么身份，今天都必须死在这里。因为，只有死人……才能保守秘密。,,,,,,,,,,,
Cqiyiboss3hou,1,2,E:ST0273,0,,15,10,巴哈姆特大人，我，我没用，不能，再……,,1,1,$:head,0,,10,-48,所以，这又是巴哈姆特指示他们来的呗？,,1,1,$:worst,0,,10,-48,巴哈姆特，把我们当枪使，背后搞这么多阴谋古怪，我绝对饶不了他！,,1,1,$:best,0,,10,-48,对！所以我们赶紧找到路离开这个鬼地方吧，当然……如果能找到那个神器，就更好了。,,,,,,,,,,,,,,,,,,,,
Cqiyiboss4qian,1,1,$:worst,0,,10,-48,你们，有木有感觉到什么……,,1,1,$:best,0,,10,-48,好像，有一股，非常危险的气息……,,1,1,$:head,0,,10,-48,那是什么！,,1,2,E:ST0194,0,,15,10,很久了，很久了。想来，也该有几千年了吧？,,1,2,E:ST0194,,,15,10,我在这个墓穴里，孤零零地呆了几千年。没想到啊没想到，居然今天，会有访客到来。,,1,2,E:ST0194,,,15,10,更没想到，你们这些家伙，居然是来图谋法老的权杖……,,
Cqiyiboss4qian2,1,1,$:best,0,,10,-48,您可能误会了，我们并不是……,,1,2,E:ST0194,0,,15,10,住口！我猜，接下来你要说，你们和那些个家伙，并不是一伙的，对吧？,,1,2,E:ST0194,0,,15,10,套路！统统都是套路！,,1,2,E:ST0194,0,,15,10,觊觎法老权杖的人，统统都得死！尤其是……巴哈姆特的帮凶！,,1,1,$:head,,,10,-48,不论如何，先打败他再说！,,,,,,,,,,,
Cqiyiboss4hou,1,2,E:ST0194,0,,15,10,对不起，陛下……我，没能，守住……你们！要杀要剐，悉听尊便！,,1,1,$:head,0,,10,-48,我想也许你是误会了，我们并没有打算抢夺那件神器。,,1,2,E:ST0194,0,,15,10,什么？那你们，究竟……,,1,1,$:worst,0,,10,-48,其实，我们是巴哈姆特的敌人。我们一定会找到他，粉碎他的阴谋。,,1,2,E:ST0194,,,15,10,击败他，可不是一件容易的事情……勇敢的英雄们，这些混沌结晶你们拿去，希望对你们的战斗能够有所帮助。,,1,1,$:best,,,10,-48,那么多谢了，今天实在是多有冒犯，我们这就离开这里。,,
Cqierkaichangtxt,2,,,0,,,,终于，从那个暗无天日的墓地，出来了，英雄们松了一口气。,,2,,,0,,,,可是，还没等他们回过神来，便发现……,,2,,,0,,,,这里，其实是一个更诡异的地方。,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqierkaichang,1,1,$:best,0,,10,-48,这里，为什么如此波谲吊诡……简直比那个墓地还要怪异啊啊啊啊。,,1,1,$:head,0,,10,-48,你们有没有觉得……这里有点儿像彩虹桥？,,1,1,$:worst,0,,10,-48,是有点……但我敢肯定，这不是彩虹桥。彩虹桥才没有这么怪。,,1,2,E:1C1096,0,,15,10,………………………………,,1,1,$:head,,,10,-48,居然还有这么多骷髅……也是从法老之墓过来的么？,,,,,,,,,,,
Cqierboss1qian,1,1,$:head,0,,10,-48,那个家伙，是谁……,,1,1,$:best,0,,10,-48,拿着那么长的一把刀……,,1,1,$:worst,0,,10,-48,居然还是一身皮衣……这画风跟我们不太一样啊。,,1,2,E:ST0195,0,,15,10,哥谭城上空的虚空，居然让我们来到了这里……你们又是谁？哼哼，尝尝我利刃的厉害。,,1,1,$:head,,,10,-48,这人咋上来就开杀呢，有没有脑子……,,,,,,,,,,,
Cqierboss1hou,1,2,E:ST0195,0,,15,10,能从我的利刃下活着的人，很少见。,,1,2,E:ST0195,0,,15,10,我佩服你们，但是现在，我要继续找寻这次混沌虚空的来源了。,,1,1,$:worst,0,,10,-48,真是莫名其妙……不过，他说的，那个什么虚空……,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqierboss2qian,1,2,E:ST0196,0,,15,10,吼吼吼，进入这个虚空以来，我的力量一直无处发泄。,,1,2,E:ST0196,0,,15,10,既然看到了你们，那就只能怪你们不走运了，吼吼吼！,,1,1,$:head,0,,10,-48,又一个脑子有问题的……,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqierboss2hou,1,2,E:ST0196,0,,15,10,我的力量，也有不及别人的一天吗……,,1,2,E:ST0196,0,,15,10,算了，还是去找到如何回哥谭城的路吧。,,1,1,$:best,0,,10,-48,哥谭城，那到底是个什么地方？,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqierboss3qian,1,2,E:ST0197,0,,15,10,站住，你们不能通过这里！,,1,1,$:head,0,,10,-48,这又是谁……为什么全身上下覆盖了一层钢铁？,,1,1,$:worst,0,,10,-48,为什么这里都是一些奇奇怪怪的人呢……,,1,2,E:ST0197,0,,15,10,来吧，让我看看你们的斯塔德导弹能不能穿透我的钢甲！,,,,,,,,,,,,,,,,,,,,
Cqierboss3hou,1,2,E:ST0197,0,,15,10,哦，该死，我的上帝……看起来，我得重新设计一套钢甲了……再见吧，我的伙计们！,,1,1,$:worst,0,,10,-48,这咋……还整上……翻译腔了？,,1,1,$:head,0,,10,-48,你傻啊，人家哥谭城本来就是说英语的。,,1,1,$:best,0,,10,-48,不要闹了，这里很怪，大家都小心点。,,,,,,,,,,,,,,,,,,,,
Cqierboss4qian,1,2,E:ST0198,0,,15,10,这里有活的生命体……目标确认，清除开始。,,1,1,$:worst,0,,10,-48,诶，别别，我说你怎么……,,1,1,$:head,0,,10,-48,别多说了，战斗吧。,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqierboss4hou,1,2,E:ST0198,0,,15,10,清除……失败……,,1,1,$:worst,0,,10,-48,这到底是个什么地方，所有人都奇奇怪怪的。,,1,1,$:head,0,,10,-48,不，其实他们，也不属于这里……似乎，因为那个什么哥谭城上空，出现了个虚空，然后……,,1,1,$:best,0,,10,-48,然后，他们就来到了这里？,,1,1,$:head,,,10,-48,应该是这样。,,1,1,$:worst,,,10,-48,前方似乎有个出口，我们也该出去了。诶，这里还有散落的混沌结晶，一起拿上吧。,,
Cqisankaichangtxt,2,,,0,,,,穿越了虚空中的传送门，英雄们发现，他们在一朵巨大的云的顶端。,,2,,,0,,,,而这朵云的正中央，有一座辉煌的大殿。,,2,,,0,,,,究竟，这个大殿里面，又有着什么呢？,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisankaichang,1,2,E:13C1103,0,,15,10,欢迎来到战神殿堂。对你们的死亡做好准备了吗？,,1,1,$:head,0,,10,-48,战神殿堂，这又是什么玩意儿……为什么会在云上面？,,1,1,$:worst,0,,10,-48,我觉得还是先考虑我们的命更重要。,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisanboss1qian,1,2,E:ST0041,0,,15,10,杀戮、死亡……多么动听而优美的名词。,,1,2,E:ST0041,0,,15,10,而我所做的，就是要，将它们一一化为现实。,,1,2,E:ST0041,0,,15,10,而你们，便是让我达到这一目标的垫脚石。,,1,1,$:best,0,,10,-48,谢谢，我想，我们会成为你的绊脚石。,,,,,,,,,,,,,,,,,,,,
Cqisanboss1hou,1,2,E:ST0041,0,,15,10,我承认，我被你们绊了一跤。,,1,2,E:ST0041,0,,15,10,不过等着吧，这事儿还没完，哈哈哈哈哈……,,1,1,$:worst,0,,10,-48,这地方，很怪的说。,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisanboss2qian,1,2,E:ST0184,0,,15,10,停止你们的脚步！战神殿堂禁止外来者的入侵！,,1,1,$:best,0,,10,-48,好嘛，刚走了个男战神，又来了个女战神。,,1,1,$:head,0,,10,-48,所以，这里才叫战神殿堂？,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisanboss2hou,1,1,$:best,0,,10,-48,果然都是战神，打起来很是需要一番工夫。,,1,1,$:head,0,,10,-48,我呸，你明明在划水！,,1,1,$:worst,0,,10,-48,别吵了，发DPS统计！,,1,2,E:ST0184,0,,15,10,够了！暂且撤退……你们，会……付出代价的！,,,,,,,,,,,,,,,,,,,,
Cqisanboss3qian,1,2,E:ST0090,0,,15,10,不……不……为什么有外人可以闯到这里？不……那个人……不能给外人看到！,,1,2,E:ST0090,0,,15,10,好吧，既然如此，我就把你们都杀掉！,,1,1,$:head,0,,10,-48,听起来，似乎有个什么人，他不想让我们见到？,,1,1,$:worst,0,,10,-48,那我们就一定要看看了。,,,,,,,,,,,,,,,,,,,,
Cqisanboss3hou,1,2,E:ST0090,0,,15,10,终究……他，还是要大白于天下吗？算了……我，造的孽……,,1,1,$:worst,0,,10,-48,这是什么意思？堂堂的宙斯大人，造了什么孽？,,1,2,E:ST0090,0,,15,10,哼！等你们见到了他，我看你们还能不能笑得出来！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisanboss4qian,1,2,E:ST0097,0,,15,10,你们，也是奥林匹斯众神么？,,1,1,$:head,0,,10,-48,啊，我们当中可能有你说的，不过……,,1,2,E:ST0097,0,,15,10,够了！既然如此，死亡便是你们的宿命！,,1,1,$:best,0,,10,-48,这便是……那个人么？,,,,,,,,,,,,,,,,,,,,
Cqisanboss4hou,1,1,$:head,0,,10,-48,这个男人的力量，强得……可怕！,,1,1,$:worst,0,,10,-48,可是他，为什么一言不发地，就走了……,,1,1,$:best,0,,10,-48,你们不觉得，我们现在所到的地方都越来越奇怪了么？,,1,1,$:king,0,,10,-48,不要耽搁，奎托斯的力量如果倾泻而出，你们一个都走不了。,,1,1,$:king,,,10,-48,趁他现在还没回过神，赶紧从右边的小门出去。,,1,1,$:king,,,10,-48,那里可以到达伊甸园……越过伊甸园，到达俺修罗界后，所有的答案，都会揭晓……,,
Cqisikaichangtxt,2,,,0,,,,终于，从那个神神秘秘的战神殿堂出来了。,,2,,,0,,,,然而，英雄们发现，这里依然是个云端。,,2,,,0,,,,云端上，依然有一座大殿……这里又是哪里？,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisikaichang,1,2,E:2C1010,0,,15,10,所罗门的叛军，你们居然有胆子进攻神圣的伊甸园？,,1,1,$:head,0,,10,-48,伊甸园，原来这里是伊甸园……,,1,1,$:best,0,,10,-48,等等，所罗门叛军是什么鬼？跟我们有什么关系？,,1,2,E:2C1010,0,,15,10,住口！接受正义的审判吧！,,,,,,,,,,,,,,,,,,,,
Cqisikaichanghou,1,1,$:worst,0,,10,-48,看起来，我们要跟天使们战斗了？,,1,1,$:head,0,,10,-48,恐怕，正是这样的。,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisiboss1qian,1,2,E:ST0098,0,,15,10,站住，以主之名，我……,,1,1,$:head,0,,10,-48,很抱歉， 我们只是……,,1,2,E:ST0098,0,,15,10,住口！你们这些异端，接受神圣的裁决！,,1,1,$:worst,0,,10,-48,都不听我们解释……,,,,,,,,,,,,,,,,,,,,
Cqisiboss1hou,1,1,$:best,0,,10,-48,这就是大天使的力量啊……,,1,1,$:head,0,,10,-48,感觉，略吃力，奶妈奶好我！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisiboss2qian,1,1,$:best,0,,10,-48,快看，又来了个带翅膀的。,,1,2,E:ST0147,0,,15,10,仁慈的主啊，祝福我……,,1,1,$:head,0,,10,-48,也祝福祝福我们吧……,,1,2,E:ST0147,0,,15,10,异教徒们，你们不配享有主的祝福。受死吧！,,,,,,,,,,,,,,,,,,,,
Cqisiboss2hou,1,2,E:ST0147,0,,15,10,没想到异教徒们的实力如此强大，先撤！,,1,1,$:head,0,,10,-48,我差点要躺了，奶妈一定奶好啊！,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisiboss3qian,1,1,$:head,0,,10,-48,这个长翅膀的，为啥看起来凶神恶煞的？,,1,1,$:best,0,,10,-48,而且好像不打算说什么话，就要开打了？,,1,1,$:head,0,,10,-48,好吧那么我开怪了！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisiboss3hou,1,1,$:head,0,,10,-48,打败了一言不发地就走了，真是奇怪。,,1,1,$:best,0,,10,-48,谁知道他想干什么……,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqisiboss4qian,1,1,$:best,0,,10,-48,我的天呐！这家伙的翅膀如此之大！,,1,1,$:head,0,,10,-48,估计也是最难对付的……,,1,2,E:ST0099,0,,15,10,你们，就是撒旦派来的吗？哼！那个弱者……,,1,2,E:ST0099,0,,15,10,尝尝大天使之怒吧！,,1,1,$:worst,,,10,-48,好中二……,,,,,,,,,,,
Cqisiboss4hou,1,2,E:ST0099,0,,15,10,伊甸园，终究……还是……要……变污么？,,1,1,$:head,0,,10,-48,污污污污污污……老司机开火车……,,1,1,$:king,0,,10,-48,别闹了，快从米迦勒身后那个地方进入阿修罗界！,,1,1,$:best,0,,10,-48,是，我的大人！,,,,,,,,,,,,,,,,,,,,
Cqiwukaichangtxt,2,,,0,,,,阿修罗界，是一个务必邪恶的地方。,,2,,,0,,,,然而，它，却也悬浮在一个异域空间之内。,,2,,,0,,,,虽然悬浮着，不同的是，它没有了云彩。,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqiwukaichang,1,1,$:head,0,,10,-48,混沌神大人说，这里我们可以知晓一切？,,1,1,$:worst,0,,10,-48,谁知道呢，我们先前进吧。,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqiwuboss1qian,1,2,E:ST0278,0,,15,10,你，你也是他的手下吧？我告诉你，快点把我放出去，否则……,,1,1,$:head,0,,10,-48,谁啊？谁的手下？你说什么我都听不懂……,,1,2,E:ST0278,0,,15,10,少装蒜。既然如此，就让你们尝尝贫道的厉害！,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cqiwuboss1hou,1,2,E:ST0278,0,,15,10,他的狗崽子们，都有如此实力，我……还能出得去吗？,,1,1,$:best,0,,10,-48,这人嘴里的“他”，是谁？,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
